Date,Open,High,Low,Close,Volume
30-Jan-14,64.74,65.07,64.00,64.10,2585396
29-Jan-14,64.88,64.88,64.03,64.35,3114832
28-Jan-14,64.32,65.30,64.30,65.09,2876603
27-Jan-14,64.75,65.18,64.32,64.32,2223187
24-Jan-14,65.32,65.83,64.58,64.59,3089166
23-Jan-14,65.03,65.94,65.00,65.67,3309968
22-Jan-14,66.17,66.22,64.76,65.13,4354811
21-Jan-14,66.53,66.58,65.60,66.05,3418481
17-Jan-14,67.00,67.16,65.87,66.05,4124845
16-Jan-14,67.04,67.34,66.06,67.15,3428813
15-Jan-14,66.92,67.44,66.27,67.34,3521534
14-Jan-14,68.29,68.37,66.69,66.69,5597319
13-Jan-14,69.51,69.90,68.00,68.30,4944936
10-Jan-14,69.92,70.10,69.26,69.94,6273043
9-Jan-14,72.22,72.26,68.83,69.75,17536166
8-Jan-14,80.19,80.22,79.00,79.68,4127798
7-Jan-14,78.75,80.02,78.24,79.21,1860060
6-Jan-14,80.20,80.70,78.91,79.15,2187912
3-Jan-14,80.16,80.82,79.60,80.48,1399687
2-Jan-14,80.18,80.41,79.52,80.03,1517671
31-Dec-13,80.27,80.54,79.86,80.30,675315
30-Dec-13,79.68,80.26,79.06,80.13,882797
27-Dec-13,79.88,79.99,79.15,79.32,694381
26-Dec-13,78.78,79.96,78.78,79.53,1035790
24-Dec-13,78.32,79.34,78.18,78.65,784156
23-Dec-13,78.07,78.71,77.55,78.42,990165
20-Dec-13,77.36,78.22,76.61,77.41,3680801
19-Dec-13,78.06,78.33,76.78,77.52,2294737
18-Dec-13,77.14,78.60,76.98,78.46,1715985
17-Dec-13,76.91,77.40,76.10,76.95,1273696
16-Dec-13,76.54,77.55,76.54,76.81,1245756
13-Dec-13,77.35,77.98,76.45,76.52,1106079
12-Dec-13,76.70,77.34,76.23,76.52,1086519
11-Dec-13,77.99,78.44,77.20,77.24,1162501
10-Dec-13,77.22,78.61,77.22,78.01,1556884
9-Dec-13,78.12,78.46,77.59,77.68,1478794
6-Dec-13,77.96,78.27,77.31,78.13,1026995
5-Dec-13,77.02,77.63,77.02,77.19,1220065
4-Dec-13,77.43,78.45,76.57,77.03,2033609
3-Dec-13,77.41,78.20,77.12,78.14,1798140
2-Dec-13,78.23,78.71,77.61,78.00,1353351
29-Nov-13,78.45,78.87,77.70,78.03,480720
27-Nov-13,78.37,78.88,77.88,78.30,1111566
26-Nov-13,77.74,78.88,77.56,78.58,1527000
25-Nov-13,78.30,78.41,77.44,77.72,1458544
22-Nov-13,76.84,77.58,76.40,77.46,1313418
21-Nov-13,76.79,77.30,76.06,76.84,1160068
20-Nov-13,77.67,77.67,76.22,76.37,996741
19-Nov-13,76.89,77.76,76.59,77.19,998337
18-Nov-13,78.28,78.28,76.91,77.18,1205331
15-Nov-13,77.92,78.30,77.58,78.16,1218823
14-Nov-13,78.40,78.54,77.70,78.10,1077381
13-Nov-13,76.33,78.94,76.14,78.16,1972279
12-Nov-13,76.52,77.24,76.14,76.42,1150230
11-Nov-13,75.75,76.62,75.54,76.56,1032371
8-Nov-13,75.27,75.82,75.04,75.76,1450559
7-Nov-13,76.21,77.22,75.20,75.49,1956364
6-Nov-13,76.69,77.22,75.26,76.00,2242259
5-Nov-13,76.91,77.90,76.12,77.37,1526718
4-Nov-13,76.81,77.23,76.08,76.99,1203799
1-Nov-13,77.55,77.90,76.40,76.91,910778
31-Oct-13,77.44,77.77,76.82,77.32,1040738
30-Oct-13,76.91,78.11,76.53,77.50,1571753
29-Oct-13,76.67,77.63,76.64,77.44,1559359
28-Oct-13,76.72,77.16,76.28,76.66,839221
25-Oct-13,77.08,77.09,76.50,76.75,816251
24-Oct-13,76.97,77.26,76.62,76.78,928900
23-Oct-13,76.47,77.10,76.38,76.87,888803
22-Oct-13,77.24,77.39,76.52,76.76,1414466
21-Oct-13,76.37,77.09,76.32,76.80,911029
18-Oct-13,76.90,76.96,76.26,76.35,2020790
17-Oct-13,76.84,77.22,76.39,76.63,1208274
16-Oct-13,76.88,77.20,76.50,77.12,1019021
